4.0E-7	5.75E-7	4.7874999999999995E-6
1.7500000000000002E-6	1.6750000000000003E-6	8.687500000000001E-6
1.18125E-5	1.2362499999999999E-5	2.7762499999999997E-5
8.802500000000001E-5	4.745E-5	4.41E-5
7.7E-5	7.62E-5	1.623875E-4
5.633625E-4	2.482375E-4	5.385499999999999E-4
9.430250000000001E-4	9.574375000000002E-4	0.0016695375000000002
0.008017637499999999	0.00785725	0.007752325
0.1109244	0.108880575	0.06169166250000001
0.9518825875	0.9475664	0.7735196375
48.67007817499999	50.76473385	6.739830574999999
